"Exp","Site","Hole","Core","Type","Sect","A/W","Top depth CSF-A (m)","Bottom depth CSF-A (m)","Top depth CSF-B (m)","Bottom depth CSF-B (m)","Display status (T/F)","Uncropped image (JPG) link","Uncropped image filename","Cropped image (JPG) link","Cropped image filename","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Sample comments","Test comments","Result comments"
"318","U1356","A","34","R","1","A","315.900","317.400","315.900","317.400","T","5967161","318-U1356A-34R-1-A_SHLF2077151_20100124214820.jpg","5967181","318-U1356A-34R-1-A_SHLF2077151_20100124214820_trim.jpg","2010-01-25 03:50:41","JAICV107CL","SHIL","SHLF2077151","16469251","","",""
"318","U1356","A","34","R","2","A","317.400","318.900","317.400","318.900","T","5967361","318-U1356A-34R-2-A_SHLF2077181_20100124215517.jpg","5967381","318-U1356A-34R-2-A_SHLF2077181_20100124215517_trim.jpg","2010-01-25 03:57:04","JAICV107CL","SHIL","SHLF2077181","16469411","","",""
"318","U1356","A","34","R","3","A","318.900","319.900","318.900","319.900","T","5967461","318-U1356A-34R-3-A_SHLF2077211_20100124220729.jpg","5967481","318-U1356A-34R-3-A_SHLF2077211_20100124220729_trim.jpg","2010-01-25 04:09:13","JAICV107CL","SHIL","SHLF2077211","16469851","","",""
"318","U1356","A","34","R","4","A","319.900","320.950","319.900","320.950","T","5967861","318-U1356A-34R-4-A_SHLF2077241_20100124222015.jpg","5967881","318-U1356A-34R-4-A_SHLF2077241_20100124222015_trim.jpg","2010-01-25 04:21:43","JAICV107CL","SHIL","SHLF2077241","16470231","","",""
"318","U1356","A","34","R","CC","A","320.950","321.160","320.950","321.160","T","5967981","318-U1356A-34R-CC-A_SHLF2077271_20100124222855.jpg","5968001","318-U1356A-34R-CC-A_SHLF2077271_20100124222855_trim.jpg","2010-01-25 04:29:48","JAICV107CL","SHIL","SHLF2077271","16470631","","",""
"318","U1356","A","35","R","1","A","325.500","327.000","325.500","327.000","T","5973061","318-U1356A-35R-1-A_SHLF2077411_20100125032049.jpg","5973081","318-U1356A-35R-1-A_SHLF2077411_20100125032049_trim.jpg","2010-01-25 09:25:00","JAICV107CL","SHIL","SHLF2077411","16482061","","",""
"318","U1356","A","35","R","2","A","327.000","328.500","327.000","328.500","T","5973141","318-U1356A-35R-2-A_SHLF2077441_20100125032847.jpg","5973161","318-U1356A-35R-2-A_SHLF2077441_20100125032847_trim.jpg","2010-01-25 09:35:11","JAICV107CL","SHIL","SHLF2077441","16482131","","",""
"318","U1356","A","35","R","3","A","328.500","330.000","328.500","330.000","T","5973261","318-U1356A-35R-3-A_SHLF2077471_20100125034203.jpg","5973281","318-U1356A-35R-3-A_SHLF2077471_20100125034203_trim.jpg","2010-01-25 09:45:23","JAICV107CL","SHIL","SHLF2077471","16482451","","",""
"318","U1356","A","35","R","4","A","330.000","331.280","330.000","331.280","T","5973401","318-U1356A-35R-4-A_SHLF2077501_20100125035430.jpg","5973421","318-U1356A-35R-4-A_SHLF2077501_20100125035430_trim.jpg","2010-01-25 10:00:33","JAICV107CL","SHIL","SHLF2077501","16482671","","",""
"318","U1356","A","35","R","CC","A","331.280","331.490","331.280","331.490","T","5973501","318-U1356A-35R-CC-A_SHLF2077531_20100125040646.jpg","5973521","318-U1356A-35R-CC-A_SHLF2077531_20100125040646_trim.jpg","2010-01-25 10:10:37","JAICV107CL","SHIL","SHLF2077531","16483061","","",""
"318","U1356","A","36","R","CC","A","335.100","335.130","335.100","335.130","T","5974561","318-U1356A-36R-CC-A_SHLF2077641_20100125061113.jpg","5974581","318-U1356A-36R-CC-A_SHLF2077641_20100125061113_trim.jpg","2010-01-25 12:15:22","JAICV107CL","SHIL","SHLF2077641","16486961","","",""
"318","U1356","A","37","R","CC","A","344.700","344.830","344.700","344.830","T","5974621","318-U1356A-37R-CC-A_SHLF2077921_20100125061357.jpg","5974641","318-U1356A-37R-CC-A_SHLF2077921_20100125061357_trim.jpg","2010-01-25 12:15:26","JAICV107CL","SHIL","SHLF2077921","16486981","","",""
"318","U1356","A","38","R","CC","A","354.000","354.060","354.000","354.060","T","5974721","318-U1356A-38R-CC-A_SHLF2078081_20100125061609.jpg","5974741","318-U1356A-38R-CC-A_SHLF2078081_20100125061609_trim.jpg","2010-01-25 12:20:29","JAICV107CL","SHIL","SHLF2078081","16487121","","",""
"318","U1356","A","39","R","1","A","363.600","365.090","363.600","365.090","T","5974961","318-U1356A-39R-1-A_SHLF2078191_20100125071521.jpg","5974981","318-U1356A-39R-1-A_SHLF2078191_20100125071521_trim.jpg","2010-01-25 13:20:43","JAICV107CL","SHIL","SHLF2078191","16487961","","",""
"318","U1356","A","39","R","2","A","365.090","366.100","365.090","366.100","T","5975041","318-U1356A-39R-2-A_SHLF2078221_20100125072301.jpg","5975061","318-U1356A-39R-2-A_SHLF2078221_20100125072301_trim.jpg","2010-01-25 13:25:53","JAICV107CL","SHIL","SHLF2078221","16488101","","",""
"318","U1356","A","39","R","CC","A","366.100","366.250","366.100","366.250","T","5975221","318-U1356A-39R-CC-A_SHLF2078251_20100125073315.jpg","5975241","318-U1356A-39R-CC-A_SHLF2078251_20100125073315_trim.jpg","2010-01-25 13:35:57","JAICV107CL","SHIL","SHLF2078251","16488261","","",""
"318","U1356","A","40","R","1","A","373.200","374.700","373.200","374.700","T","5975941","318-U1356A-40R-1-A_SHLF2078521_20100125090059.jpg","5975961","318-U1356A-40R-1-A_SHLF2078521_20100125090059_trim.jpg","2010-01-25 15:04:25","JAICV107CL","SHIL","SHLF2078521","16490141","","",""
"318","U1356","A","40","R","2","A","374.700","375.580","374.700","375.580","T","5976061","318-U1356A-40R-2-A_SHLF2078551_20100125090657.jpg","5976081","318-U1356A-40R-2-A_SHLF2078551_20100125090657_trim.jpg","2010-01-25 15:14:42","JAICV107CL","SHIL","SHLF2078551","16490801","","",""
"318","U1356","A","40","R","CC","A","375.580","375.820","375.580","375.820","T","5976201","318-U1356A-40R-CC-A_SHLF2078581_20100125091957.jpg","5976221","318-U1356A-40R-CC-A_SHLF2078581_20100125091957_trim.jpg","2010-01-25 15:24:50","JAICV107CL","SHIL","SHLF2078581","16491251","","",""
"318","U1356","A","41","R","1","A","382.800","384.300","382.800","384.300","T","5981241","318-U1356A-41R-1-A_SHLF2078761_20100125111524.jpg","5981261","318-U1356A-41R-1-A_SHLF2078761_20100125111524_trim.jpg","2010-01-25 17:20:05","JAICV107CL","SHIL","SHLF2078761","16497241","","",""
"318","U1356","A","41","R","2","A","384.300","385.800","384.300","385.800","T","5981441","318-U1356A-41R-2-A_SHLF2078791_20100125112510.jpg","5981461","318-U1356A-41R-2-A_SHLF2078791_20100125112510_trim.jpg","2010-01-25 17:30:21","JAICV107CL","SHIL","SHLF2078791","16497541","","",""
"318","U1356","A","41","R","3","A","385.800","386.740","385.800","386.740","T","5981641","318-U1356A-41R-3-A_SHLF2078821_20100125113430.jpg","5981661","318-U1356A-41R-3-A_SHLF2078821_20100125113430_trim.jpg","2010-01-25 17:45:31","JAICV107CL","SHIL","SHLF2078821","16498411","","",""
"318","U1356","A","41","R","CC","A","386.740","387.000","386.740","387.000","T","5981741","318-U1356A-41R-CC-A_SHLF2078851_20100125114740.jpg","5981761","318-U1356A-41R-CC-A_SHLF2078851_20100125114740_trim.jpg","2010-01-25 17:50:37","JAICV107CL","SHIL","SHLF2078851","16498481","","",""
"318","U1356","A","42","R","1","A","392.400","393.710","392.400","393.710","T","5982341","318-U1356A-42R-1-A_SHLF2079141_20100125134629.jpg","5982361","318-U1356A-42R-1-A_SHLF2079141_20100125134629_trim.jpg","2010-01-25 19:50:54","JAICV107CL","SHIL","SHLF2079141","16500471","","",""
"318","U1356","A","42","R","2","A","393.710","394.290","393.710","394.290","T","5982441","318-U1356A-42R-2-A_SHLF2079171_20100125135147.jpg","5982461","318-U1356A-42R-2-A_SHLF2079171_20100125135147_trim.jpg","2010-01-25 19:55:13","JAICV107CL","SHIL","SHLF2079171","16500591","","",""
"318","U1356","A","42","R","CC","A","394.290","394.460","394.290","394.460","T","5982701","318-U1356A-42R-CC-A_SHLF2079201_20100125140311.jpg","5982721","318-U1356A-42R-CC-A_SHLF2079201_20100125140311_trim.jpg","2010-01-25 20:05:19","JAICV107CL","SHIL","SHLF2079201","16500891","","",""
"318","U1356","A","43","R","1","A","402.000","403.500","402.000","403.500","T","5982841","318-U1356A-43R-1-A_SHLF2079671_20100125145921.jpg","5982861","318-U1356A-43R-1-A_SHLF2079671_20100125145921_trim.jpg","2010-01-25 21:01:25","JAICV107CL","SHIL","SHLF2079671","16501851","","",""
"318","U1356","A","43","R","2","A","403.500","404.630","403.500","404.630","T","5982921","318-U1356A-43R-2-A_SHLF2079701_20100125150652.jpg","5982941","318-U1356A-43R-2-A_SHLF2079701_20100125150652_trim.jpg","2010-01-25 21:08:51","JAICV107CL","SHIL","SHLF2079701","16501921","","",""
"318","U1356","A","43","R","CC","A","404.630","404.890","404.630","404.890","T","5983021","318-U1356A-43R-CC-A_SHLF2079731_20100125151728.jpg","5983041","318-U1356A-43R-CC-A_SHLF2079731_20100125151728_trim.jpg","2010-01-25 21:18:42","JAICV107CL","SHIL","SHLF2079731","16501991","","",""
"318","U1356","A","44","R","1","A","411.600","412.300","411.600","412.300","T","5983261","318-U1356A-44R-1-A_SHLF2080021_20100125160255.jpg","5983281","318-U1356A-44R-1-A_SHLF2080021_20100125160255_trim.jpg","2010-01-25 22:08:49","JAICV107CL","SHIL","SHLF2080021","16503881","","",""
"318","U1356","A","44","R","CC","A","412.300","412.580","412.300","412.580","T","5983321","318-U1356A-44R-CC-A_SHLF2080051_20100125160956.jpg","5983341","318-U1356A-44R-CC-A_SHLF2080051_20100125160956_trim.jpg","2010-01-25 22:13:53","JAICV107CL","SHIL","SHLF2080051","16504101","","",""
"318","U1356","A","45","R","1","A","421.200","422.060","421.200","422.060","T","5983401","318-U1356A-45R-1-A_SHLF2080291_20100125161546.jpg","5983421","318-U1356A-45R-1-A_SHLF2080291_20100125161546_trim.jpg","2010-01-25 22:17:29","JAICV107CL","SHIL","SHLF2080291","16504161","","",""
"318","U1356","A","45","R","CC","A","422.060","422.320","422.060","422.320","T","5983501","318-U1356A-45R-CC-A_SHLF2080321_20100125161831.jpg","5983521","318-U1356A-45R-CC-A_SHLF2080321_20100125161831_trim.jpg","2010-01-25 22:19:25","JAICV107CL","SHIL","SHLF2080321","16504251","","",""
"318","U1356","A","46","R","1","A","430.800","432.240","430.800","432.240","T","5984801","318-U1356A-46R-1-A_SHLF2080621_20100125174525.jpg","5984821","318-U1356A-46R-1-A_SHLF2080621_20100125174525_trim.jpg","2010-01-25 23:47:11","JAICV107CL","SHIL","SHLF2080621","16506121","","",""
"318","U1356","A","46","R","2","A","432.240","433.720","432.240","433.720","T","5984921","318-U1356A-46R-2-A_SHLF2080651_20100125175208.jpg","5984941","318-U1356A-46R-2-A_SHLF2080651_20100125175208_trim.jpg","2010-01-25 23:57:22","JAICV107CL","SHIL","SHLF2080651","16506311","","",""
"318","U1356","A","46","R","3","A","433.720","434.500","433.720","434.500","T","5985001","318-U1356A-46R-3-A_SHLF2080681_20100125180226.jpg","5985021","318-U1356A-46R-3-A_SHLF2080681_20100125180226_trim.jpg","2010-01-26 00:03:57","JAICV107CL","SHIL","SHLF2080681","16506431","","",""
"318","U1356","A","46","R","CC","A","434.500","434.710","434.500","434.710","T","5985101","318-U1356A-46R-CC-A_SHLF2080711_20100125181517.jpg","5985121","318-U1356A-46R-CC-A_SHLF2080711_20100125181517_trim.jpg","2010-01-26 00:16:05","JAICV107CL","SHIL","SHLF2080711","16507301","","",""
"318","U1356","A","47","R","1","A","440.400","441.860","440.400","441.860","T","5985821","318-U1356A-47R-1-A_SHLF2080971_20100125202608.jpg","5985841","318-U1356A-47R-1-A_SHLF2080971_20100125202608_trim.jpg","2010-01-26 02:35:43","JAICV107CL","SHIL","SHLF2080971","16508731","","",""
"318","U1356","A","47","R","2","A","441.860","443.320","441.860","443.320","T","5985901","318-U1356A-47R-2-A_SHLF2081001_20100125203902.jpg","5985921","318-U1356A-47R-2-A_SHLF2081001_20100125203902_trim.jpg","2010-01-26 02:40:55","JAICV107CL","SHIL","SHLF2081001","16509091","","",""
"318","U1356","A","47","R","3","A","443.320","444.620","443.320","444.620","T","5985981","318-U1356A-47R-3-A_SHLF2081031_20100125204544.jpg","5986001","318-U1356A-47R-3-A_SHLF2081031_20100125204544_trim.jpg","2010-01-26 02:52:53","JAICV107CL","SHIL","SHLF2081031","16509301","","",""
"318","U1356","A","47","R","4","A","444.620","445.990","444.620","445.990","T","5986081","318-U1356A-47R-4-A_SHLF2081061_20100125205925.jpg","5986101","318-U1356A-47R-4-A_SHLF2081061_20100125205925_trim.jpg","2010-01-26 03:02:46","JAICV107CL","SHIL","SHLF2081061","16509371","","",""
"318","U1356","A","48","R","1","A","449.900","451.400","449.900","451.400","T","5987681","318-U1356A-48R-1-A_SHLF2081421_20100126031358.jpg","5987701","318-U1356A-48R-1-A_SHLF2081421_20100126031358_trim.jpg","2010-01-26 09:17:58","JAICV107CL","SHIL","SHLF2081421","16519361","","",""
"318","U1356","A","48","R","2","A","451.400","452.900","451.400","452.900","T","5987801","318-U1356A-48R-2-A_SHLF2081451_20100126032019.jpg","5987821","318-U1356A-48R-2-A_SHLF2081451_20100126032019_trim.jpg","2010-01-26 09:28:10","JAICV107CL","SHIL","SHLF2081451","16519421","","",""
"318","U1356","A","48","R","3","A","452.900","453.830","452.900","453.830","T","5987941","318-U1356A-48R-3-A_SHLF2081481_20100126033227.jpg","5987961","318-U1356A-48R-3-A_SHLF2081481_20100126033227_trim.jpg","2010-01-26 09:38:18","JAICV107CL","SHIL","SHLF2081481","16519541","","",""
"318","U1356","A","48","R","CC","A","453.830","454.080","453.830","454.080","T","5988041","318-U1356A-48R-CC-A_SHLF2081511_20100126034328.jpg","5988061","318-U1356A-48R-CC-A_SHLF2081511_20100126034328_trim.jpg","2010-01-26 09:46:38","JAICV107CL","SHIL","SHLF2081511","16519751","","",""
"318","U1356","A","49","R","1","A","459.400","459.910","459.400","459.910","T","5988521","318-U1356A-49R-1-A_SHLF2081931_20100126065230.jpg","5988541","318-U1356A-49R-1-A_SHLF2081931_20100126065230_trim.jpg","2010-01-26 12:56:21","JAICV107CL","SHIL","SHLF2081931","16523041","","",""
"318","U1356","A","49","R","CC","A","459.910","460.100","459.910","460.100","T","5988601","318-U1356A-49R-CC-A_SHLF2081961_20100126065723.jpg","5988621","318-U1356A-49R-CC-A_SHLF2081961_20100126065723_trim.jpg","2010-01-26 13:01:26","JAICV107CL","SHIL","SHLF2081961","16523101","","",""
"318","U1356","A","50","R","1","A","469.000","469.640","469.000","469.640","T","5988801","318-U1356A-50R-1-A_SHLF2082151_20100126084920.jpg","5988821","318-U1356A-50R-1-A_SHLF2082151_20100126084920_trim.jpg","2010-01-26 14:51:29","JAICV107CL","SHIL","SHLF2082151","16524821","","",""
"318","U1356","A","50","R","CC","W","469.640","469.910","469.640","469.920","T","5988881","318-U1356A-50R-CC-W_SHLF2082171_20100126085312.jpg","5988901","318-U1356A-50R-CC-W_SHLF2082171_20100126085312_trim.jpg","2010-01-26 14:56:34","JAICV107CL","SHIL","SHLF2082171","16524881","","",""
"318","U1356","A","51","R","1","A","478.600","480.100","478.600","480.100","T","5993941","318-U1356A-51R-1-A_SHLF2082471_20100126095549.jpg","5993961","318-U1356A-51R-1-A_SHLF2082471_20100126095549_trim.jpg","2010-01-26 15:58:34","JAICV107CL","SHIL","SHLF2082471","16531181","","",""
"318","U1356","A","51","R","2","A","480.100","480.880","480.100","480.880","T","5994001","318-U1356A-51R-2-A_SHLF2082501_20100126100020.jpg","5994021","318-U1356A-51R-2-A_SHLF2082501_20100126100020_trim.jpg","2010-01-26 16:08:42","JAICV107CL","SHIL","SHLF2082501","16531611","","",""
"318","U1356","A","51","R","CC","A","480.880","481.100","480.880","481.100","T","5994101","318-U1356A-51R-CC-A_SHLF2082531_20100126101120.jpg","5994121","318-U1356A-51R-CC-A_SHLF2082531_20100126101120_trim.jpg","2010-01-26 16:13:06","JAICV107CL","SHIL","SHLF2082531","16531721","","",""
"318","U1356","A","52","R","CC","A","488.200","488.380","488.200","488.380","T","5994181","318-U1356A-52R-CC-A_SHLF2083421_20100126101414.jpg","5994201","318-U1356A-52R-CC-A_SHLF2083421_20100126101414_trim.jpg","2010-01-26 16:18:11","JAICV107CL","SHIL","SHLF2083421","16531821","","",""
"318","U1356","A","53","R","1","A","497.800","499.240","497.800","499.240","T","5994341","318-U1356A-53R-1-A_SHLF2083851_20100126114858.jpg","5994361","318-U1356A-53R-1-A_SHLF2083851_20100126114858_trim.jpg","2010-01-26 17:51:37","JAICV107CL","SHIL","SHLF2083851","16533901","","",""
"318","U1356","A","53","R","2","A","499.240","500.180","499.240","500.180","T","5994421","318-U1356A-53R-2-A_SHLF2083881_20100126115341.jpg","5994441","318-U1356A-53R-2-A_SHLF2083881_20100126115341_trim.jpg","2010-01-26 18:01:45","JAICV107CL","SHIL","SHLF2083881","16534131","","",""
"318","U1356","A","53","R","CC","A","500.180","500.470","500.180","500.470","T","5995561","318-U1356A-53R-CC-A_SHLF2083911_20100126120630.jpg","5995581","318-U1356A-53R-CC-A_SHLF2083911_20100126120630_trim.jpg","2010-01-26 18:43:45","JAICV107CL","SHIL","SHLF2083911","16535441","","",""
"318","U1356","A","54","R","1","A","507.400","508.780","507.400","508.780","T","5997981","318-U1356A-54R-1-A_SHLF2084161_20100126150813.jpg","5998021","318-U1356A-54R-1-A_SHLF2084161_20100126150813_trim.jpg","2010-01-26 21:13:55","JAICV107CL","SHIL","SHLF2084161","16537921","","",""
"318","U1356","A","54","R","2","A","508.780","510.090","508.780","510.090","T","5998141","318-U1356A-54R-2-A_SHLF2084191_20100126151423.jpg","5998161","318-U1356A-54R-2-A_SHLF2084191_20100126151423_trim.jpg","2010-01-26 21:24:05","JAICV107CL","SHIL","SHLF2084191","16538061","","",""
"318","U1356","A","54","R","3","A","510.090","511.310","510.090","511.310","T","5998221","318-U1356A-54R-3-A_SHLF2084221_20100126152605.jpg","5998241","318-U1356A-54R-3-A_SHLF2084221_20100126152605_trim.jpg","2010-01-26 21:32:43","JAICV107CL","SHIL","SHLF2084221","16538091","","",""
"318","U1356","A","54","R","CC","A","511.310","511.560","511.310","511.560","T","5998301","318-U1356A-54R-CC-A_SHLF2084251_20100126153901.jpg","5998321","318-U1356A-54R-CC-A_SHLF2084251_20100126153901_trim.jpg","2010-01-26 21:39:54","JAICV107CL","SHIL","SHLF2084251","16538191","","",""
"318","U1356","A","55","R","1","A","517.000","518.000","517.000","518.000","T","5998661","318-U1356A-55R-1-A_SHLF2084531_20100126171414.jpg","5998681","318-U1356A-55R-1-A_SHLF2084531_20100126171414_trim.jpg","2010-01-26 23:15:37","JAICV107CL","SHIL","SHLF2084531","16540311","","",""
"318","U1356","A","55","R","2","A","518.000","518.850","518.000","518.850","T","5998821","318-U1356A-55R-2-A_SHLF2084561_20100126171852.jpg","5998841","318-U1356A-55R-2-A_SHLF2084561_20100126171852_trim.jpg","2010-01-26 23:25:44","JAICV107CL","SHIL","SHLF2084561","16540501","","",""
"318","U1356","A","55","R","CC","A","518.850","519.240","518.850","519.240","T","5999001","318-U1356A-55R-CC-A_SHLF2084591_20100126172708.jpg","5999021","318-U1356A-55R-CC-A_SHLF2084591_20100126172708_trim.jpg","2010-01-26 23:30:49","JAICV107CL","SHIL","SHLF2084591","16540881","","",""
"318","U1356","A","56","R","1","A","526.500","526.840","526.500","526.840","T","5999761","318-U1356A-56R-1-A_SHLF2084871_20100126195609.jpg","5999781","318-U1356A-56R-1-A_SHLF2084871_20100126195609_trim.jpg","2010-01-27 01:57:11","JAICV107CL","SHIL","SHLF2084871","16543021","","",""
"318","U1356","A","57","R","1","A","535.800","537.110","535.800","537.110","T","6000041","318-U1356A-57R-1-A_SHLF2085041_20100126203448.jpg","6000061","318-U1356A-57R-1-A_SHLF2085041_20100126203448_trim.jpg","2010-01-27 02:36:24","JAICV107CL","SHIL","SHLF2085041","16543651","","",""
"318","U1356","A","57","R","2","A","537.110","537.960","537.110","537.960","T","6000101","318-U1356A-57R-2-A_SHLF2085071_20100126203907.jpg","6000121","318-U1356A-57R-2-A_SHLF2085071_20100126203907_trim.jpg","2010-01-27 02:42:16","JAICV107CL","SHIL","SHLF2085071","16544101","","",""
"318","U1356","A","57","R","CC","A","537.960","538.180","537.960","538.180","T","6000261","318-U1356A-57R-CC-A_SHLF2085101_20100126205444.jpg","6000281","318-U1356A-57R-CC-A_SHLF2085101_20100126205444_trim.jpg","2010-01-27 02:55:35","JAICV107CL","SHIL","SHLF2085101","16544561","","",""
"318","U1356","A","58","R","1","A","545.400","545.990","545.400","545.990","T","6000701","318-U1356A-58R-1-A_SHLF2085371_20100126230611.jpg","6000721","318-U1356A-58R-1-A_SHLF2085371_20100126230611_trim.jpg","2010-01-27 05:07:57","JAICV107CL","SHIL","SHLF2085371","16546731","","",""
"318","U1356","A","58","R","CC","A","545.990","546.290","545.990","546.290","T","6000761","318-U1356A-58R-CC-A_SHLF2085401_20100126231014.jpg","6000781","318-U1356A-58R-CC-A_SHLF2085401_20100126231014_trim.jpg","2010-01-27 05:11:16","JAICV107CL","SHIL","SHLF2085401","16548301","","",""
"318","U1356","A","59","R","1","A","555.000","556.400","555.000","556.400","T","6004221","318-U1356A-59R-1-A_SHLF2085601_20100127033420.jpg","6004261","318-U1356A-59R-1-A_SHLF2085601_20100127033420_trim.jpg","2010-01-27 09:36:27","JAICV107CL","SHIL","SHLF2085601","16556241","","",""
"318","U1356","A","59","R","CC","W","556.400","556.870","556.400","556.870","T","6004441","318-U1356A-59R-CC-W_SHLF2085621_20100127034238.jpg","6004461","318-U1356A-59R-CC-W_SHLF2085621_20100127034238_trim.jpg","2010-01-27 09:45:37","JAICV107CL","SHIL","SHLF2085621","16556451","","",""
"318","U1356","A","59","R","CC","A","556.400","556.870","556.400","556.870","T","6004361","318-U1356A-59R-CC-A_SHLF2085631_20100127033848.jpg","6004381","318-U1356A-59R-CC-A_SHLF2085631_20100127033848_trim.jpg","2010-01-27 09:40:32","JAICV107CL","SHIL","SHLF2085631","16556411","","",""
"318","U1356","A","60","R","1","A","564.600","565.610","564.600","565.610","T","6005601","318-U1356A-60R-1-A_SHLF2085731_20100127063331.jpg","6005621","318-U1356A-60R-1-A_SHLF2085731_20100127063331_trim.jpg","2010-01-27 12:38:12","JAICV107CL","SHIL","SHLF2085731","16560121","","",""
"318","U1356","A","60","R","2","A","565.610","566.210","565.610","566.210","T","6005721","318-U1356A-60R-2-A_SHLF2085761_20100127064929.jpg","6005741","318-U1356A-60R-2-A_SHLF2085761_20100127064929_trim.jpg","2010-01-27 12:58:07","JAICV107CL","SHIL","SHLF2085761","16560461","","",""
"318","U1356","A","60","R","CC","A","566.210","566.420","566.210","566.420","T","6005781","318-U1356A-60R-CC-A_SHLF2085791_20100127065917.jpg","6005801","318-U1356A-60R-CC-A_SHLF2085791_20100127065917_trim.jpg","2010-01-27 13:00:55","JAICV107CL","SHIL","SHLF2085791","16560481","","",""
"318","U1356","A","61","R","CC","A","574.200","574.390","574.200","574.390","T","6005841","318-U1356A-61R-CC-A_SHLF2085941_20100127070147.jpg","6005861","318-U1356A-61R-CC-A_SHLF2085941_20100127070147_trim.jpg","2010-01-27 13:04:08","JAICV107CL","SHIL","SHLF2085941","16560521","","",""
"318","U1356","A","62","R","CC","A","583.800","584.170","583.800","584.170","T","6009321","318-U1356A-62R-CC-A_SHLF2086721_20100127132906.jpg","6009341","318-U1356A-62R-CC-A_SHLF2086721_20100127132906_trim.jpg","2010-01-27 19:30:13","JAICV107CL","SHIL","SHLF2086721","16570321","","",""
"318","U1356","A","63","R","1","A","593.400","594.780","593.400","594.780","T","6008781","318-U1356A-63R-1-A_SHLF2087131_20100127105915.jpg","6008801","318-U1356A-63R-1-A_SHLF2087131_20100127105915_trim.jpg","2010-01-27 17:04:20","JAICV107CL","SHIL","SHLF2087131","16567431","","",""
"318","U1356","A","63","R","2","A","594.780","596.090","594.780","596.090","T","6008861","318-U1356A-63R-2-A_SHLF2087161_20100127110535.jpg","6008881","318-U1356A-63R-2-A_SHLF2087161_20100127110535_trim.jpg","2010-01-27 17:09:30","JAICV107CL","SHIL","SHLF2087161","16567461","","",""
"318","U1356","A","63","R","3","A","596.090","597.340","596.090","597.340","T","6008961","318-U1356A-63R-3-A_SHLF2087191_20100127111839.jpg","6008981","318-U1356A-63R-3-A_SHLF2087191_20100127111839_trim.jpg","2010-01-27 17:24:40","JAICV107CL","SHIL","SHLF2087191","16567871","","",""
"318","U1356","A","63","R","4","A","597.340","597.880","597.340","597.880","T","6009081","318-U1356A-63R-4-A_SHLF2087221_20100127112758.jpg","6009101","318-U1356A-63R-4-A_SHLF2087221_20100127112758_trim.jpg","2010-01-27 17:38:52","JAICV107CL","SHIL","SHLF2087221","16569021","","",""
