"Exp","Site","Hole","Core","Type","Sect","A/W","Top depth CSF-A (m)","Bottom depth CSF-A (m)","Top depth CSF-B (m)","Bottom depth CSF-B (m)","Display status (T/F)","Uncropped image (JPG) link","Uncropped image filename","Cropped image (JPG) link","Cropped image filename","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Sample comments","Test comments","Result comments"
"318","U1356","A","104","R","2","A","979.060","980.550","979.060","980.550","T","6080661","318-U1356A-104R-2-A_SHLF2104641_20100131230617.jpg","6080681","318-U1356A-104R-2-A_SHLF2104641_20100131230617_trim.jpg","2010-02-01 05:08:32","JAICV107CL","SHIL","SHLF2104641","16758811","","",""
"318","U1356","A","104","R","3","A","980.550","982.020","980.550","982.020","T","6080741","318-U1356A-104R-3-A_SHLF2104671_20100131231625.jpg","6080761","318-U1356A-104R-3-A_SHLF2104671_20100131231625_trim.jpg","2010-02-01 05:18:43","JAICV107CL","SHIL","SHLF2104671","16758871","","",""
"318","U1356","A","104","R","4","A","982.020","983.350","982.020","983.350","T","6080961","318-U1356A-104R-4-A_SHLF2104701_20100131233142.jpg","6080981","318-U1356A-104R-4-A_SHLF2104701_20100131233142_trim.jpg","2010-02-01 05:34:15","JAICV107CL","SHIL","SHLF2104701","16759401","","",""
"318","U1356","A","104","R","5","A","983.350","984.710","983.350","984.710","T","6081161","318-U1356A-104R-5-A_SHLF2104731_20100131234027.jpg","6081181","318-U1356A-104R-5-A_SHLF2104731_20100131234027_trim.jpg","2010-02-01 05:44:26","JAICV107CL","SHIL","SHLF2104731","16759521","","",""
"318","U1356","A","104","R","6","A","984.710","985.420","984.710","985.420","T","6081361","318-U1356A-104R-6-A_SHLF2104761_20100131235056.jpg","6081381","318-U1356A-104R-6-A_SHLF2104761_20100131235056_trim.jpg","2010-02-01 05:54:33","JAICV107CL","SHIL","SHLF2104761","16759641","","",""
"318","U1356","A","104","R","CC","A","985.420","985.640","985.420","985.640","T","6081561","318-U1356A-104R-CC-A_SHLF2104791_20100201000118.jpg","6081581","318-U1356A-104R-CC-A_SHLF2104791_20100201000118_trim.jpg","2010-02-01 06:04:37","JAICV107CL","SHIL","SHLF2104791","16760101","","",""
"318","U1356","A","105","R","1","A","987.200","988.600","987.200","988.600","T","6083661","318-U1356A-105R-1-A_SHLF2105151_20100201031210.jpg","6083681","318-U1356A-105R-1-A_SHLF2105151_20100201031210_trim.jpg","2010-02-01 09:14:49","JAICV107CL","SHIL","SHLF2105151","16767611","","",""
"318","U1356","A","105","R","2","A","988.600","990.110","988.600","990.110","T","6083741","318-U1356A-105R-2-A_SHLF2105181_20100201031822.jpg","6083761","318-U1356A-105R-2-A_SHLF2105181_20100201031822_trim.jpg","2010-02-01 09:25:00","JAICV107CL","SHIL","SHLF2105181","16767641","","",""
"318","U1356","A","105","R","3","A","990.110","991.490","990.110","991.490","T","6083821","318-U1356A-105R-3-A_SHLF2105211_20100201033000.jpg","6083841","318-U1356A-105R-3-A_SHLF2105211_20100201033000_trim.jpg","2010-02-01 09:35:12","JAICV107CL","SHIL","SHLF2105211","16768371","","",""
"318","U1356","A","105","R","4","A","991.490","992.980","991.490","992.980","T","6083921","318-U1356A-105R-4-A_SHLF2105241_20100201034259.jpg","6083941","318-U1356A-105R-4-A_SHLF2105241_20100201034259_trim.jpg","2010-02-01 09:45:24","JAICV107CL","SHIL","SHLF2105241","16768751","","",""
"318","U1356","A","105","R","5","A","992.980","994.000","992.980","994.000","T","6084021","318-U1356A-105R-5-A_SHLF2105271_20100201035458.jpg","6084041","318-U1356A-105R-5-A_SHLF2105271_20100201035458_trim.jpg","2010-02-01 10:00:33","JAICV107CL","SHIL","SHLF2105271","16769551","","",""
"318","U1356","A","105","R","6","A","994.000","995.050","994.000","995.050","T","6084121","318-U1356A-105R-6-A_SHLF2105301_20100201040740.jpg","6084141","318-U1356A-105R-6-A_SHLF2105301_20100201040740_trim.jpg","2010-02-01 10:10:43","JAICV107CL","SHIL","SHLF2105301","16769911","","",""
"318","U1356","A","105","R","CC","A","995.050","995.320","995.050","995.320","T","6084221","318-U1356A-105R-CC-A_SHLF2105331_20100201041734.jpg","6084241","318-U1356A-105R-CC-A_SHLF2105331_20100201041734_trim.jpg","2010-02-01 10:20:48","JAICV107CL","SHIL","SHLF2105331","16769991","","",""
"318","U1356","A","106","R","1","A","996.800","998.160","996.800","998.160","T","6085641","318-U1356A-106R-1-A_SHLF2105481_20100201054651.jpg","6085661","318-U1356A-106R-1-A_SHLF2105481_20100201054651_trim.jpg","2010-02-01 11:50:02","JAICV107CL","SHIL","SHLF2105481","16770681","","",""
"318","U1356","A","106","R","2","A","998.160","999.290","998.160","999.290","T","6085721","318-U1356A-106R-2-A_SHLF2105511_20100201055218.jpg","6085741","318-U1356A-106R-2-A_SHLF2105511_20100201055218_trim.jpg","2010-02-01 11:57:08","JAICV107CL","SHIL","SHLF2105511","16770921","","",""
"318","U1356","A","106","R","3","A","999.290","999.870","999.290","999.870","T","6085801","318-U1356A-106R-3-A_SHLF2105541_20100201060253.jpg","6085821","318-U1356A-106R-3-A_SHLF2105541_20100201060253_trim.jpg","2010-02-01 12:05:15","JAICV107CL","SHIL","SHLF2105541","16770991","","",""
"318","U1356","A","106","R","CC","A","999.870","1000.080","999.870","1000.080","T","6085901","318-U1356A-106R-CC-A_SHLF2105571_20100201060611.jpg","6085921","318-U1356A-106R-CC-A_SHLF2105571_20100201060611_trim.jpg","2010-02-01 12:10:19","JAICV107CL","SHIL","SHLF2105571","16771221","","",""
